narration_id,participant_id,video_id,start_frame,stop_frame,verb
P01_109_269,P01,P01_109,38776,39044,0
P01_109_270,P01,P01_109,39079,39134,3
P01_109_272,P01,P01_109,39362,39439,2
P01_109_273,P01,P01_109,39437,39464,4
P01_109_274,P01,P01_109,39469,39504,6
P01_109_275,P01,P01_109,39494,39596,2
P01_109_278,P01,P01_109,39704,39737,0
P01_109_28,P01,P01_109,2478,2540,2
P01_109_280,P01,P01_109,39880,39896,1
P01_109_281,P01,P01_109,39941,40001,0
P01_109_283,P01,P01_109,43925,43972,1
P01_109_284,P01,P01_109,43970,44010,0
P01_109_289,P01,P01_109,44320,44370,1
P01_109_29,P01,P01_109,2545,2575,6
P01_109_290,P01,P01_109,44697,44735,0
P01_109_292,P01,P01_109,45162,45194,0
P01_109_293,P01,P01_109,45241,45420,0
P01_109_295,P01,P01_109,45515,45588,1
P01_109_297,P01,P01_109,47760,47825,1
P01_109_298,P01,P01_109,47917,47971,3
P01_109_299,P01,P01_109,47971,48041,0
P01_109_3,P01,P01_109,319,374,1
P01_109_30,P01,P01_109,2579,2963,2
P01_109_300,P01,P01_109,48113,48164,1
P01_109_301,P01,P01_109,48126,48151,0
P01_109_302,P01,P01_109,48151,48189,1
P01_109_304,P01,P01_109,48194,48229,0
P01_109_305,P01,P01_109,48275,48376,2
P01_109_306,P01,P01_109,48397,49268,7
P01_109_307,P01,P01_109,49272,49675,7
P01_109_308,P01,P01_109,50132,50197,2
P01_109_309,P01,P01_109,50208,50437,7
P01_109_310,P01,P01_109,50718,50768,0
P01_109_311,P01,P01_109,50801,50846,1
P01_109_312,P01,P01_109,50828,50886,2
P01_109_313,P01,P01_109,50891,50948,2
P01_109_314,P01,P01_109,50986,51557,7
P01_109_315,P01,P01_109,51540,51576,1
P01_109_316,P01,P01_109,51635,51669,2
P01_109_317,P01,P01_109,51683,51711,0
P01_109_319,P01,P01_109,54297,54344,1
P01_109_320,P01,P01_109,54365,54392,0
P01_109_321,P01,P01_109,54454,54514,0
P01_109_322,P01,P01_109,54532,54580,1
P01_109_323,P01,P01_109,54578,54642,1
P01_109_324,P01,P01_109,54683,54738,0
P01_109_326,P01,P01_109,55591,55638,1
P01_109_327,P01,P01_109,55836,56084,0
P01_109_328,P01,P01_109,55832,55934,7
P01_109_329,P01,P01_109,55944,56012,2
P01_109_33,P01,P01_109,3084,3140,0
P01_109_330,P01,P01_109,56037,56059,2
P01_109_331,P01,P01_109,56057,56075,1
P01_109_332,P01,P01_109,56119,56166,3
P01_109_333,P01,P01_109,56157,56211,0
P01_109_334,P01,P01_109,56289,56329,6
P01_109_338,P01,P01_109,56747,56829,6
P01_109_342,P01,P01_109,57235,57281,1
P01_109_343,P01,P01_109,57304,57339,0
P01_109_345,P01,P01_109,59097,59160,1
P01_109_346,P01,P01_109,59207,59274,0
P01_109_347,P01,P01_109,59266,59323,1
P01_109_349,P01,P01_109,60355,60382,0
P01_109_35,P01,P01_109,3349,3372,1
P01_109_350,P01,P01_109,60399,60462,1
P01_109_351,P01,P01_109,60552,60621,0
P01_109_354,P01,P01_109,61961,62004,1
P01_109_355,P01,P01_109,62248,62275,0
P01_109_357,P01,P01_109,62344,62455,1
P01_109_358,P01,P01_109,62388,62481,3
P01_109_359,P01,P01_109,62507,62548,0
P01_109_36,P01,P01_109,3374,3496,0
P01_109_364,P01,P01_109,62880,62909,1
P01_109_365,P01,P01_109,62914,62954,0
P01_109_368,P01,P01_109,63199,63262,1
P01_109_369,P01,P01_109,63266,63317,0
P01_109_37,P01,P01_109,3517,3552,1
P01_109_372,P01,P01_109,63670,63725,1
P01_109_373,P01,P01_109,63730,63790,0
P01_109_374,P01,P01_109,63829,63924,0
P01_109_375,P01,P01_109,63911,63966,1
P01_109_378,P01,P01_109,64287,64308,1
P01_109_379,P01,P01_109,64310,64361,0
P01_109_382,P01,P01_109,64672,64697,1
P01_109_383,P01,P01_109,64675,64805,0
P01_109_386,P01,P01_109,65196,65217,1
P01_109_387,P01,P01_109,65331,65370,6
P01_109_388,P01,P01_109,65329,65559,2
P01_109_39,P01,P01_109,3719,3799,3
P01_109_391,P01,P01_109,65684,65747,0
P01_109_393,P01,P01_109,65889,65905,1
P01_109_394,P01,P01_109,65974,66035,0
P01_109_396,P01,P01_109,69602,69677,1
P01_109_397,P01,P01_109,69682,69829,3
P01_109_398,P01,P01_109,69819,69863,0
P01_109_399,P01,P01_109,69846,69877,4
P01_109_4,P01,P01_109,424,475,0
P01_109_400,P01,P01_109,69988,70024,0
P01_109_405,P01,P01_109,70364,70427,0
P01_109_406,P01,P01_109,70432,70541,4
P01_109_407,P01,P01_109,70571,70601,1
P01_109_408,P01,P01_109,70654,70684,0
P01_109_409,P01,P01_109,70697,70786,2
P01_109_41,P01,P01_109,4038,4098,0
P01_109_411,P01,P01_109,71774,71795,1
P01_109_412,P01,P01_109,71816,71856,6
P01_109_413,P01,P01_109,71861,71890,0
P01_109_415,P01,P01_109,72487,72524,1
P01_109_416,P01,P01_109,72532,72569,0
P01_109_417,P01,P01_109,72552,72602,4
P01_109_418,P01,P01_109,72736,72777,3
P01_109_42,P01,P01_109,4209,4280,1
P01_109_421,P01,P01_109,73161,73211,4
P01_109_422,P01,P01_109,73206,73299,3
P01_109_424,P01,P01_109,73417,73444,4
P01_109_426,P01,P01_109,73701,73730,3
P01_109_428,P01,P01_109,73733,73777,4
P01_109_429,P01,P01_109,73901,73929,6
P01_109_43,P01,P01_109,4330,4386,0
P01_109_430,P01,P01_109,73933,74016,2
P01_109_433,P01,P01_109,74119,74182,0
P01_109_435,P01,P01_109,74343,74367,1
P01_109_436,P01,P01_109,74390,74448,0
P01_109_44,P01,P01_109,4269,4353,1
P01_109_442,P01,P01_109,79726,79823,0
P01_109_443,P01,P01_109,80079,80131,1
P01_109_445,P01,P01_109,80285,80377,0
P01_109_447,P01,P01_109,80530,80554,1
P01_109_448,P01,P01_109,80622,80662,0
P01_109_45,P01,P01_109,4379,4432,1
P01_109_456,P01,P01_109,89658,89753,0
P01_109_457,P01,P01_109,89790,89863,1
P01_109_46,P01,P01_109,4510,4604,0
P01_109_460,P01,P01_109,90789,90844,1
P01_109_461,P01,P01_109,90892,90958,0
P01_109_463,P01,P01_109,91581,91617,6
P01_109_464,P01,P01_109,91655,91812,2
P01_109_467,P01,P01_109,91940,92000,0
P01_109_469,P01,P01_109,92294,92339,1
P01_109_47,P01,P01_109,4621,4664,4
P01_109_470,P01,P01_109,92352,92390,0
P01_109_475,P01,P01_109,101365,101435,1
P01_109_476,P01,P01_109,101490,101612,0
P01_109_477,P01,P01_109,101665,101906,0
P01_109_478,P01,P01_109,101750,101924,2
P01_109_479,P01,P01_109,101943,101982,3
P01_109_48,P01,P01_109,4677,4724,1
P01_109_481,P01,P01_109,102150,102174,4
P01_109_483,P01,P01_109,102484,102569,0
P01_109_484,P01,P01_109,102624,102962,2
P01_109_486,P01,P01_109,103058,103097,6
P01_109_487,P01,P01_109,103108,103185,2
P01_109_49,P01,P01_109,4764,4797,0
P01_109_490,P01,P01_109,103319,103361,0
P01_109_492,P01,P01_109,103487,103514,1
P01_109_493,P01,P01_109,103542,103613,0
P01_109_495,P01,P01_109,103938,103978,0
P01_109_496,P01,P01_109,103976,104008,1
P01_109_497,P01,P01_109,104218,104318,1
P01_109_499,P01,P01_109,104537,104604,1
P01_109_5,P01,P01_109,480,523,1
P01_109_50,P01,P01_109,4794,4827,1
P01_109_500,P01,P01_109,104672,104705,6
P01_109_501,P01,P01_109,104709,104837,2
P01_109_504,P01,P01_109,104920,104997,0
P01_109_506,P01,P01_109,105267,105295,1
P01_109_507,P01,P01_109,105334,105398,0
P01_109_510,P01,P01_109,106665,106702,0
P01_109_511,P01,P01_109,106711,106729,1
P01_109_514,P01,P01_109,113557,113650,1
P01_109_515,P01,P01_109,113727,113834,0
P01_109_517,P01,P01_109,114042,114098,0
P01_109_519,P01,P01_109,114210,114236,1
P01_109_52,P01,P01_109,4904,4942,3
P01_109_520,P01,P01_109,114334,114382,0
P01_109_522,P01,P01_109,114482,114531,0
P01_109_524,P01,P01_109,114674,114707,1
P01_109_525,P01,P01_109,114706,114798,0
P01_109_528,P01,P01_109,117924,117983,0
P01_109_529,P01,P01_109,117973,118008,1
P01_109_53,P01,P01_109,4938,4981,0
P01_109_532,P01,P01_109,118488,118577,1
P01_109_533,P01,P01_109,118596,118690,0
P01_109_535,P01,P01_109,118812,118848,1
P01_109_536,P01,P01_109,118869,118943,0
P01_109_537,P01,P01_109,118930,118982,6
P01_109_54,P01,P01_109,4977,5004,4
P01_109_541,P01,P01_109,119480,119527,1
P01_109_542,P01,P01_109,119542,119581,0
P01_109_544,P01,P01_109,119652,119688,1
P01_109_545,P01,P01_109,119730,119780,0
P01_109_547,P01,P01_109,120382,120459,1
P01_109_548,P01,P01_109,120508,120583,0
P01_109_549,P01,P01_109,120536,120648,0
P01_109_551,P01,P01_109,120997,121079,1
P01_109_552,P01,P01_109,121076,121202,0
P01_109_556,P01,P01_109,122708,122752,1
P01_109_557,P01,P01_109,122789,122938,0
P01_109_558,P01,P01_109,122832,122872,3
P01_109_559,P01,P01_109,122875,122903,0
P01_109_56,P01,P01_109,5053,5122,0
P01_109_561,P01,P01_109,122968,123001,1
P01_109_562,P01,P01_109,123001,123039,4
P01_109_563,P01,P01_109,123055,123090,6
P01_109_564,P01,P01_109,123082,123135,2
P01_109_566,P01,P01_109,123156,123183,0
P01_109_567,P01,P01_109,123189,123666,2
P01_109_568,P01,P01_109,123634,123655,1
P01_109_569,P01,P01_109,123662,123734,0
P01_109_570,P01,P01_109,123719,124284,2
P01_109_571,P01,P01_109,124281,124320,1
P01_109_572,P01,P01_109,124367,124412,0
P01_109_573,P01,P01_109,124440,124684,2
P01_109_574,P01,P01_109,124709,124745,1
P01_109_575,P01,P01_109,124727,124830,6
P01_109_576,P01,P01_109,124807,124836,2
P01_109_577,P01,P01_109,124840,124900,2
P01_109_578,P01,P01_109,124811,124961,2
P01_109_579,P01,P01_109,124948,125160,2
P01_109_580,P01,P01_109,125161,125205,1
P01_109_581,P01,P01_109,125208,125246,0
P01_109_582,P01,P01_109,125247,125435,2
P01_109_583,P01,P01_109,125421,125470,1
P01_109_584,P01,P01_109,125480,125533,0
P01_109_585,P01,P01_109,125522,125790,2
P01_109_587,P01,P01_109,125990,126128,1
P01_109_588,P01,P01_109,126182,126220,0
P01_109_59,P01,P01_109,9494,9582,1
P01_109_590,P01,P01_109,126384,126433,1
P01_109_591,P01,P01_109,126473,126509,0
P01_109_593,P01,P01_109,128873,128908,0
P01_109_594,P01,P01_109,128947,128988,3
P01_109_596,P01,P01_109,129010,129028,4
P01_109_597,P01,P01_109,129158,129216,1
P01_109_598,P01,P01_109,129135,129257,0
P01_109_599,P01,P01_109,129277,129305,3
P01_109_6,P01,P01_109,543,579,0
P01_109_60,P01,P01_109,9586,9607,1
P01_109_601,P01,P01_109,129318,129339,4
P01_109_602,P01,P01_109,129344,129391,0
P01_109_604,P01,P01_109,130660,130748,1
P01_109_606,P01,P01_109,131675,131734,0
P01_109_608,P01,P01_109,135375,135453,1
P01_109_609,P01,P01_109,136340,136390,0
P01_109_61,P01,P01_109,9668,9762,0
P01_109_612,P01,P01_109,138616,138718,1
P01_109_614,P01,P01_109,139927,139983,0
P01_109_62,P01,P01_109,9805,9835,0
P01_109_620,P01,P01_109,142048,142128,1
P01_109_621,P01,P01_109,142796,142884,0
P01_109_622,P01,P01_109,142880,142921,3
P01_109_624,P01,P01_109,142953,142982,4
P01_109_625,P01,P01_109,143009,143080,0
P01_109_627,P01,P01_109,143207,143237,1
P01_109_628,P01,P01_109,143281,143319,0
P01_109_629,P01,P01_109,143319,143362,6
P01_109_63,P01,P01_109,9831,10125,7
P01_109_630,P01,P01_109,143370,143415,2
P01_109_632,P01,P01_109,143481,143510,0
P01_109_633,P01,P01_109,143508,143695,2
P01_109_634,P01,P01_109,143671,143715,1
P01_109_635,P01,P01_109,143717,144227,2
P01_109_637,P01,P01_109,144323,144420,3
P01_109_64,P01,P01_109,10119,10183,0
P01_109_640,P01,P01_109,144444,144466,1
P01_109_641,P01,P01_109,144471,144487,6
P01_109_642,P01,P01_109,144503,144556,2
P01_109_645,P01,P01_109,144663,144730,0
P01_109_647,P01,P01_109,144889,144917,1
P01_109_648,P01,P01_109,144947,145037,0
P01_109_649,P01,P01_109,145042,145076,0
P01_109_65,P01,P01_109,10148,10191,1
P01_109_651,P01,P01_109,145530,145574,1
P01_109_652,P01,P01_109,145611,145708,0
P01_109_655,P01,P01_109,146589,146636,1
P01_109_660,P01,P01_109,148935,148998,1
P01_109_661,P01,P01_109,149026,149094,0
P01_109_662,P01,P01_109,149087,149117,0
P01_109_663,P01,P01_109,149122,149289,2
P01_109_664,P01,P01_109,149294,149319,1
P01_109_665,P01,P01_109,149336,149367,0
P01_109_666,P01,P01_109,149371,149948,2
P01_109_667,P01,P01_109,149942,149959,1
P01_109_668,P01,P01_109,149975,150030,6
P01_109_669,P01,P01_109,150027,150130,2
P01_109_67,P01,P01_109,10237,10267,1
P01_109_670,P01,P01_109,150125,150279,2
P01_109_671,P01,P01_109,150279,150305,0
P01_109_672,P01,P01_109,150309,150469,2
P01_109_673,P01,P01_109,150474,150497,1
P01_109_674,P01,P01_109,150502,150649,2
P01_109_675,P01,P01_109,150662,150711,1
P01_109_676,P01,P01_109,150701,150741,0
P01_109_677,P01,P01_109,150734,150822,2
P01_109_68,P01,P01_109,10264,10300,0
P01_109_680,P01,P01_109,150842,150898,1
P01_109_682,P01,P01_109,150968,151049,0
P01_109_686,P01,P01_109,151561,151624,1
P01_109_687,P01,P01_109,151678,151737,3
P01_109_688,P01,P01_109,151737,151802,0
P01_109_689,P01,P01_109,151807,151852,4
P01_109_69,P01,P01_109,10297,11900,7
P01_109_690,P01,P01_109,151857,151950,1
P01_109_691,P01,P01_109,151951,152017,0
P01_109_7,P01,P01_109,550,734,1
P01_109_70,P01,P01_109,11914,11935,1
P01_109_701,P01,P01_109,155301,155340,1
P01_109_702,P01,P01_109,155379,155426,0
P01_109_704,P01,P01_109,155475,155573,1
P01_109_705,P01,P01_109,155578,155684,0
P01_109_707,P01,P01_109,155961,156022,1
P01_109_709,P01,P01_109,156290,156392,1
P01_109_71,P01,P01_109,11963,11994,1
P01_109_710,P01,P01_109,156341,156402,0
P01_109_715,P01,P01_109,158273,158351,1
P01_109_716,P01,P01_109,158397,158439,6
P01_109_717,P01,P01_109,158445,158588,2
P01_109_719,P01,P01_109,158679,158717,0
P01_109_72,P01,P01_109,12007,12071,0
P01_109_721,P01,P01_109,158772,158811,1
P01_109_722,P01,P01_109,158808,158895,0
P01_109_723,P01,P01_109,158945,158990,0
P01_109_724,P01,P01_109,159005,159561,2
P01_109_726,P01,P01_109,159592,159686,1
P01_109_727,P01,P01_109,159633,159744,0
P01_109_728,P01,P01_109,159770,159807,0
P01_109_729,P01,P01_109,159809,160109,2
P01_109_73,P01,P01_109,12070,12186,1
P01_109_730,P01,P01_109,160099,160128,2
P01_109_731,P01,P01_109,160150,160271,1
P01_109_733,P01,P01_109,160387,160423,6
P01_109_734,P01,P01_109,160458,160650,2
P01_109_737,P01,P01_109,160754,160820,0
P01_109_739,P01,P01_109,161000,161051,3
P01_109_74,P01,P01_109,12181,12263,0
P01_109_742,P01,P01_109,161070,161141,3
P01_109_743,P01,P01_109,161127,161268,0
P01_109_744,P01,P01_109,161265,161308,4
P01_109_747,P01,P01_109,162059,162128,0
P01_109_749,P01,P01_109,162802,162835,0
P01_109_75,P01,P01_109,12267,12332,1
P01_109_750,P01,P01_109,162842,162920,1
P01_109_751,P01,P01_109,163003,163148,1
P01_109_752,P01,P01_109,163143,163220,0
P01_109_753,P01,P01_109,163221,163286,0
P01_109_755,P01,P01_109,163454,163516,1
P01_109_756,P01,P01_109,163515,163626,0
P01_109_757,P01,P01_109,163646,163688,0
P01_109_758,P01,P01_109,163688,163725,6
P01_109_759,P01,P01_109,163719,164018,2
P01_109_76,P01,P01_109,12325,12391,0
P01_109_762,P01,P01_109,164078,164174,0
P01_109_764,P01,P01_109,165135,165240,1
P01_109_766,P01,P01_109,165709,165763,1
P01_109_768,P01,P01_109,165838,165857,0
P01_109_77,P01,P01_109,12390,12417,1
P01_109_770,P01,P01_109,165905,166003,1
P01_109_771,P01,P01_109,166003,166053,0
P01_109_773,P01,P01_109,166413,166521,1
P01_109_775,P01,P01_109,166728,166808,1
P01_109_776,P01,P01_109,166822,166857,0
P01_109_778,P01,P01_109,166956,166995,2
P01_109_78,P01,P01_109,12336,12390,0
P01_109_780,P01,P01_109,167138,167296,0
P01_109_781,P01,P01_109,167300,167359,1
P01_109_782,P01,P01_109,167368,167403,0
P01_109_785,P01,P01_109,167750,167805,0
P01_109_786,P01,P01_109,167842,167857,0
P01_109_787,P01,P01_109,167856,168383,2
P01_109_788,P01,P01_109,169250,169285,1
P01_109_789,P01,P01_109,169296,169333,6
P01_109_79,P01,P01_109,12389,12411,1
P01_109_790,P01,P01_109,169335,169507,2
P01_109_793,P01,P01_109,169571,169611,1
P01_109_794,P01,P01_109,169663,169691,0
P01_109_795,P01,P01_109,169732,169828,6
P01_109_799,P01,P01_109,170047,170082,0
P01_109_8,P01,P01_109,500,622,0
P01_109_80,P01,P01_109,12416,12455,0
P01_109_800,P01,P01_109,170087,171224,2
P01_109_802,P01,P01_109,171266,171934,2
P01_109_805,P01,P01_109,172103,172162,1
P01_109_806,P01,P01_109,172159,172229,6
P01_109_807,P01,P01_109,172310,172365,3
P01_109_808,P01,P01_109,172315,172407,0
P01_109_81,P01,P01_109,12458,12480,1
P01_109_811,P01,P01_109,172492,172525,1
P01_109_812,P01,P01_109,172557,172615,0
P01_109_813,P01,P01_109,172633,172677,1
P01_109_815,P01,P01_109,172860,172903,3
P01_109_817,P01,P01_109,172977,172998,4
P01_109_818,P01,P01_109,172989,173013,0
P01_109_819,P01,P01_109,173003,173041,0
P01_109_82,P01,P01_109,12484,12562,0
P01_109_820,P01,P01_109,173027,173735,2
P01_109_822,P01,P01_109,173812,174708,2
P01_109_824,P01,P01_109,174739,174782,2
P01_109_825,P01,P01_109,174798,174830,1
P01_109_826,P01,P01_109,174820,174846,2
P01_109_827,P01,P01_109,174831,174881,1
P01_109_828,P01,P01_109,174856,174881,2
P01_109_829,P01,P01_109,174880,174907,0
P01_109_83,P01,P01_109,12562,12585,1
P01_109_830,P01,P01_109,174912,174954,2
P01_109_832,P01,P01_109,175026,175195,2
P01_109_834,P01,P01_109,175265,175440,2
P01_109_836,P01,P01_109,175521,175675,0
P01_109_837,P01,P01_109,175675,175759,1
P01_109_838,P01,P01_109,175792,176164,2
P01_109_839,P01,P01_109,176174,176345,2
P01_109_84,P01,P01_109,12634,12667,0
P01_109_840,P01,P01_109,176378,176404,3
P01_109_842,P01,P01_109,176558,176600,0
P01_109_844,P01,P01_109,176693,176988,2
P01_109_845,P01,P01_109,176978,177051,0
P01_109_846,P01,P01_109,177051,177166,1
P01_109_848,P01,P01_109,177367,177867,2
P01_109_85,P01,P01_109,12670,12692,1
P01_109_850,P01,P01_109,177959,178013,2
P01_109_852,P01,P01_109,178189,178359,0
P01_109_853,P01,P01_109,178362,178440,2
P01_109_854,P01,P01_109,178440,178536,1
P01_109_856,P01,P01_109,178678,178702,4
P01_109_857,P01,P01_109,178718,179218,6
P01_109_858,P01,P01_109,178736,178918,2
P01_109_859,P01,P01_109,178923,178970,1
P01_109_86,P01,P01_109,12723,12753,0
P01_109_861,P01,P01_109,179007,179328,2
P01_109_862,P01,P01_109,179316,179564,2
P01_109_865,P01,P01_109,179730,179853,0
P01_109_868,P01,P01_109,180415,180462,3
P01_109_869,P01,P01_109,180497,180576,0
P01_109_87,P01,P01_109,12758,12786,1
P01_109_870,P01,P01_109,180658,180738,0
P01_109_872,P01,P01_109,181012,181038,1
P01_109_873,P01,P01_109,181058,181116,3
P01_109_874,P01,P01_109,181103,181128,4
P01_109_875,P01,P01_109,181129,181148,1
P01_109_876,P01,P01_109,181149,181189,4
P01_109_877,P01,P01_109,181233,181300,3
P01_109_879,P01,P01_109,181412,181450,4
P01_109_88,P01,P01_109,12876,12926,0
P01_109_880,P01,P01_109,181450,181511,3
P01_109_881,P01,P01_109,181505,181582,3
P01_109_882,P01,P01_109,181603,181659,4
P01_109_883,P01,P01_109,181704,181745,4
P01_109_884,P01,P01_109,181750,181842,3
P01_109_885,P01,P01_109,181847,181931,4
P01_109_887,P01,P01_109,182022,182139,3
P01_109_888,P01,P01_109,182101,182135,4
P01_109_889,P01,P01_109,182168,182199,3
P01_109_89,P01,P01_109,12915,13036,7
P01_109_890,P01,P01_109,182231,182274,4
P01_109_891,P01,P01_109,182360,182392,0
P01_109_892,P01,P01_109,182435,182662,0
P01_109_893,P01,P01_109,182666,182725,1
P01_109_895,P01,P01_109,183084,183181,0
P01_109_897,P01,P01_109,183757,183895,1
P01_109_898,P01,P01_109,183894,183925,0
P01_109_899,P01,P01_109,183922,184078,0
P01_109_9,P01,P01_109,625,752,1
P01_109_90,P01,P01_109,13025,13055,1
P01_109_900,P01,P01_109,184083,184111,1
P01_109_902,P01,P01_109,184457,184515,0
P01_109_903,P01,P01_109,184533,184578,1
P01_109_904,P01,P01_109,184587,184627,0
P01_109_905,P01,P01_109,184657,184692,3
P01_109_906,P01,P01_109,184687,184727,5
P01_109_907,P01,P01_109,184731,184751,4
P01_109_908,P01,P01_109,184795,184842,3
P01_109_909,P01,P01_109,184843,184894,3
P01_109_91,P01,P01_109,13065,13090,1
P01_109_910,P01,P01_109,184899,184973,0
P01_109_911,P01,P01_109,184945,184997,1
P01_109_912,P01,P01_109,185013,185071,0
P01_109_913,P01,P01_109,185076,185151,0
P01_109_914,P01,P01_109,185152,185197,1
P01_109_915,P01,P01_109,185202,185239,1
P01_109_916,P01,P01_109,185235,185280,4
P01_109_917,P01,P01_109,185284,185349,4
P01_109_92,P01,P01_109,13096,13121,0
P01_109_93,P01,P01_109,13126,13155,0
P01_109_95,P01,P01_109,15463,15503,1
P01_109_96,P01,P01_109,15508,15575,0
P01_109_98,P01,P01_109,15772,15799,0
P01_10_10,P01,P01_10,1950,2010,1
P01_10_11,P01,P01_10,1981,2078,0
P01_10_14,P01,P01_10,2962,3033,0
P01_10_15,P01,P01_10,3153,3666,7
P01_10_16,P01,P01_10,3310,4327,7
P01_10_17,P01,P01_10,4333,5284,7
P01_10_19,P01,P01_10,5697,5774,0
P01_10_2,P01,P01_10,427,537,0
P01_10_20,P01,P01_10,5837,5924,1
P01_10_21,P01,P01_10,5928,6800,0
P01_10_22,P01,P01_10,6802,6981,1
P01_10_23,P01,P01_10,6987,7764,0
P01_10_24,P01,P01_10,7770,7918,1
P01_10_25,P01,P01_10,8087,8260,1
P01_10_3,P01,P01_10,480,615,0
P01_10_4,P01,P01_10,586,631,1
P01_10_5,P01,P01_10,606,820,0
P01_10_6,P01,P01_10,796,985,1
P01_10_8,P01,P01_10,1625,1684,1
P01_10_9,P01,P01_10,1737,1912,4
P01_16_1,P01,P01_16,156,335,4
P01_16_10,P01,P01_16,1389,1524,5
P01_16_11,P01,P01_16,1545,1680,5
P01_16_12,P01,P01_16,1806,1941,0
P01_16_13,P01,P01_16,1965,2055,3
P01_16_14,P01,P01_16,2208,2295,0
P01_16_15,P01,P01_16,2301,2421,5
P01_16_16,P01,P01_16,2412,2532,1
P01_16_17,P01,P01_16,2550,2743,0
P01_16_18,P01,P01_16,2749,2814,1
P01_16_19,P01,P01_16,2784,2904,0
P01_16_2,P01,P01_16,679,874,0
P01_16_20,P01,P01_16,3039,3159,0
P01_16_21,P01,P01_16,3137,3228,1
P01_16_22,P01,P01_16,3255,3351,0
P01_16_23,P01,P01_16,3297,3512,0
P01_16_24,P01,P01_16,3652,3736,3
P01_16_25,P01,P01_16,3744,3794,1
P01_16_26,P01,P01_16,3824,3948,1
P01_16_27,P01,P01_16,3877,3997,1
P01_16_28,P01,P01_16,3964,4002,1
P01_16_29,P01,P01_16,4048,4094,1
P01_16_3,P01,P01_16,810,885,1
P01_16_30,P01,P01_16,4128,4185,1
P01_16_31,P01,P01_16,4206,4265,1
P01_16_32,P01,P01_16,4293,4349,1
P01_16_33,P01,P01_16,4374,4415,1
P01_16_34,P01,P01_16,4409,4484,1
P01_16_35,P01,P01_16,4582,4643,0
P01_16_36,P01,P01_16,4644,4702,4
P01_16_37,P01,P01_16,4757,4952,0
P01_16_38,P01,P01_16,4993,5211,1
P01_16_4,P01,P01_16,912,987,0
P01_16_41,P01,P01_16,5295,5341,1
P01_16_42,P01,P01_16,5506,5601,0
P01_16_43,P01,P01_16,5668,5709,3
P01_16_44,P01,P01_16,5709,5985,5
P01_16_45,P01,P01_16,5995,6088,4
P01_16_46,P01,P01_16,6114,6188,0
P01_16_47,P01,P01_16,6337,6399,0
P01_16_5,P01,P01_16,975,1024,1
P01_16_50,P01,P01_16,6862,6933,5
P01_16_51,P01,P01_16,6873,6912,1
P01_16_52,P01,P01_16,6994,7038,0
P01_16_55,P01,P01_16,7525,7635,0
P01_16_56,P01,P01_16,7645,7729,1
P01_16_57,P01,P01_16,7735,7858,4
P01_16_58,P01,P01_16,7864,8028,0
P01_16_59,P01,P01_16,8034,8217,0
P01_16_6,P01,P01_16,1029,1110,0
P01_16_60,P01,P01_16,8314,8373,0
P01_16_61,P01,P01_16,8428,8607,5
P01_16_62,P01,P01_16,8613,8916,4
P01_16_63,P01,P01_16,8699,8820,0
P01_16_64,P01,P01_16,8784,8934,4
P01_16_65,P01,P01_16,8949,9039,1
P01_16_66,P01,P01_16,9225,9315,3
P01_16_67,P01,P01_16,9321,9381,0
P01_16_68,P01,P01_16,9387,9447,4
P01_16_7,P01,P01_16,1116,1191,0
P01_16_70,P01,P01_16,9729,9864,3
P01_16_72,P01,P01_16,10160,10326,4
P01_16_8,P01,P01_16,1231,1288,3
P01_16_9,P01,P01_16,1323,1370,3
P01_18_1,P01,P01_18,352,484,0
P01_18_100,P01,P01_18,28355,28888,7
P01_18_101,P01,P01_18,29100,29568,7
P01_18_102,P01,P01_18,29840,30487,7
P01_18_103,P01,P01_18,30672,31305,7
P01_18_104,P01,P01_18,32160,33247,7
P01_18_105,P01,P01_18,33697,34627,7
P01_18_106,P01,P01_18,34925,35352,7
P01_18_107,P01,P01_18,34946,36016,7
P01_18_108,P01,P01_18,36238,36424,1
P01_18_109,P01,P01_18,36405,36511,6
P01_18_11,P01,P01_18,1287,1377,1
P01_18_110,P01,P01_18,36736,38092,7
P01_18_111,P01,P01_18,37831,38153,7
P01_18_112,P01,P01_18,38166,38205,1
P01_18_114,P01,P01_18,39546,39628,1
P01_18_115,P01,P01_18,39717,39770,0
P01_18_117,P01,P01_18,40836,40948,1
P01_18_118,P01,P01_18,41085,41181,0
P01_18_119,P01,P01_18,41169,41257,1
P01_18_12,P01,P01_18,1609,1729,3
P01_18_120,P01,P01_18,41247,41284,3
P01_18_121,P01,P01_18,41324,41385,4
P01_18_122,P01,P01_18,41435,41548,3
P01_18_125,P01,P01_18,42207,42284,4
P01_18_126,P01,P01_18,42327,42381,1
P01_18_127,P01,P01_18,42472,42541,1
P01_18_128,P01,P01_18,42646,42770,0
P01_18_129,P01,P01_18,42844,42939,6
P01_18_13,P01,P01_18,2011,2086,4
P01_18_130,P01,P01_18,42939,43242,2
P01_18_131,P01,P01_18,43226,43266,1
P01_18_132,P01,P01_18,43272,43315,0
P01_18_133,P01,P01_18,43310,43486,2
P01_18_134,P01,P01_18,43471,43518,1
P01_18_135,P01,P01_18,43516,43559,0
P01_18_136,P01,P01_18,43564,44025,2
P01_18_137,P01,P01_18,43684,44244,2
P01_18_138,P01,P01_18,44011,44056,1
P01_18_139,P01,P01_18,44061,44114,0
